Timestamp,Emotion,Image_Path
20251003_230554621408,Sad,captures/face_20251003_230554621408.jpg
20251003_230554917334,Happy,captures/face_20251003_230554917334.jpg
20251003_230555115665,Happy,captures/face_20251003_230555115665.jpg
20251003_230555293735,Sad,captures/face_20251003_230555293735.jpg
20251003_230555643115,Sad,captures/face_20251003_230555643115.jpg
20251003_230555821614,Sad,captures/face_20251003_230555821614.jpg
20251003_230555955665,Sad,captures/face_20251003_230555955665.jpg
20251003_230556063393,Sad,captures/face_20251003_230556063393.jpg
20251003_230556173936,Happy,captures/face_20251003_230556173936.jpg
20251003_230557925265,Sad,captures/face_20251003_230557925265.jpg
20251003_230558093819,Sad,captures/face_20251003_230558093819.jpg
20251003_230558268799,Sad,captures/face_20251003_230558268799.jpg
20251003_230558381542,Sad,captures/face_20251003_230558381542.jpg
20251003_230558509772,Happy,captures/face_20251003_230558509772.jpg
20251003_230558611171,Sad,captures/face_20251003_230558611171.jpg
20251003_230558710101,Happy,captures/face_20251003_230558710101.jpg
20251003_230558846815,Sad,captures/face_20251003_230558846815.jpg
20251003_230558992272,Happy,captures/face_20251003_230558992272.jpg
20251003_230559130446,Happy,captures/face_20251003_230559130446.jpg
20251003_230559264728,Happy,captures/face_20251003_230559264728.jpg
20251003_230559386142,Neutral,captures/face_20251003_230559386142.jpg
20251003_230559507239,Happy,captures/face_20251003_230559507239.jpg
20251003_230559612831,Happy,captures/face_20251003_230559612831.jpg
20251003_230559745842,Neutral,captures/face_20251003_230559745842.jpg
20251003_230559889616,Neutral,captures/face_20251003_230559889616.jpg
20251003_230600001456,Fear,captures/face_20251003_230600001456.jpg
20251003_230600119278,Neutral,captures/face_20251003_230600119278.jpg
20251003_230600223286,Happy,captures/face_20251003_230600223286.jpg
20251003_230600338118,Fear,captures/face_20251003_230600338118.jpg
20251003_230600423430,Fear,captures/face_20251003_230600423430.jpg
20251003_230600546944,Neutral,captures/face_20251003_230600546944.jpg
20251003_230600663389,Neutral,captures/face_20251003_230600663389.jpg
20251003_230600786216,Neutral,captures/face_20251003_230600786216.jpg
20251003_230600884375,Neutral,captures/face_20251003_230600884375.jpg
20251003_230600982623,Neutral,captures/face_20251003_230600982623.jpg
20251003_230601072377,Neutral,captures/face_20251003_230601072377.jpg
20251003_230601189599,Happy,captures/face_20251003_230601189599.jpg
20251003_230601343803,Neutral,captures/face_20251003_230601343803.jpg
20251003_230601483744,Happy,captures/face_20251003_230601483744.jpg
20251003_230601610450,Happy,captures/face_20251003_230601610450.jpg
20251003_230601726737,Happy,captures/face_20251003_230601726737.jpg
20251003_230601838916,Happy,captures/face_20251003_230601838916.jpg
20251003_230601953396,Happy,captures/face_20251003_230601953396.jpg
20251003_230602091902,Happy,captures/face_20251003_230602091902.jpg
20251003_230602236647,Happy,captures/face_20251003_230602236647.jpg
20251003_230602350674,Happy,captures/face_20251003_230602350674.jpg
20251003_230602465105,Happy,captures/face_20251003_230602465105.jpg
20251003_230602566871,Happy,captures/face_20251003_230602566871.jpg
20251003_230602661193,Happy,captures/face_20251003_230602661193.jpg
20251003_230602762798,Happy,captures/face_20251003_230602762798.jpg
20251003_230602880863,Happy,captures/face_20251003_230602880863.jpg
20251003_230603022506,Fear,captures/face_20251003_230603022506.jpg
20251003_230603145471,Neutral,captures/face_20251003_230603145471.jpg
20251003_230603240846,Neutral,captures/face_20251003_230603240846.jpg
20251003_230603367910,Neutral,captures/face_20251003_230603367910.jpg
20251003_230603485433,Neutral,captures/face_20251003_230603485433.jpg
20251003_230603592834,Neutral,captures/face_20251003_230603592834.jpg
20251003_230603741204,Neutral,captures/face_20251003_230603741204.jpg
20251003_230603897709,Neutral,captures/face_20251003_230603897709.jpg
20251003_230604057428,Neutral,captures/face_20251003_230604057428.jpg
20251003_230604181406,Neutral,captures/face_20251003_230604181406.jpg
20251003_230604306391,Neutral,captures/face_20251003_230604306391.jpg
20251003_230604412224,Neutral,captures/face_20251003_230604412224.jpg
20251003_230604519345,Neutral,captures/face_20251003_230604519345.jpg
20251003_230604647503,Neutral,captures/face_20251003_230604647503.jpg
20251003_230604777021,Neutral,captures/face_20251003_230604777021.jpg
20251003_230604906607,Neutral,captures/face_20251003_230604906607.jpg
20251003_230605009522,Neutral,captures/face_20251003_230605009522.jpg
20251003_230605108290,Neutral,captures/face_20251003_230605108290.jpg
20251003_230605191479,Fear,captures/face_20251003_230605191479.jpg
20251003_230605296693,Fear,captures/face_20251003_230605296693.jpg
20251003_230605431438,Neutral,captures/face_20251003_230605431438.jpg
20251003_230605550288,Fear,captures/face_20251003_230605550288.jpg
20251003_230605647219,Fear,captures/face_20251003_230605647219.jpg
20251003_230605748254,Neutral,captures/face_20251003_230605748254.jpg
20251003_230605845158,Happy,captures/face_20251003_230605845158.jpg
20251003_230605947502,Happy,captures/face_20251003_230605947502.jpg
20251003_230606093479,Surprise,captures/face_20251003_230606093479.jpg
20251003_230606228356,Happy,captures/face_20251003_230606228356.jpg
20251003_230606360463,Happy,captures/face_20251003_230606360463.jpg
20251003_230606480192,Happy,captures/face_20251003_230606480192.jpg
20251003_230606605604,Happy,captures/face_20251003_230606605604.jpg
20251003_230606733026,Happy,captures/face_20251003_230606733026.jpg
20251003_230606845517,Happy,captures/face_20251003_230606845517.jpg
20251003_230606975533,Neutral,captures/face_20251003_230606975533.jpg
20251003_230607111726,Happy,captures/face_20251003_230607111726.jpg
20251003_230607254473,Happy,captures/face_20251003_230607254473.jpg
20251003_230607368811,Happy,captures/face_20251003_230607368811.jpg
20251003_230607486361,Happy,captures/face_20251003_230607486361.jpg
20251003_230607587062,Happy,captures/face_20251003_230607587062.jpg
20251003_230607697492,Happy,captures/face_20251003_230607697492.jpg
20251003_230607839413,Happy,captures/face_20251003_230607839413.jpg
20251003_230607959177,Sad,captures/face_20251003_230607959177.jpg
20251003_230608060877,Sad,captures/face_20251003_230608060877.jpg
20251003_230655293953,Sad,captures/face_20251003_230655293953.jpg
20251003_230655498391,Happy,captures/face_20251003_230655498391.jpg
20251003_230655832861,Sad,captures/face_20251003_230655832861.jpg
20251003_230655949688,Sad,captures/face_20251003_230655949688.jpg
20251003_230657098772,Sad,captures/face_20251003_230657098772.jpg
20251003_230657224261,Sad,captures/face_20251003_230657224261.jpg
20251003_230657371150,Sad,captures/face_20251003_230657371150.jpg
20251003_230657504831,Happy,captures/face_20251003_230657504831.jpg
20251003_230657639331,Happy,captures/face_20251003_230657639331.jpg
20251003_230657754925,Neutral,captures/face_20251003_230657754925.jpg
20251003_230657871943,Happy,captures/face_20251003_230657871943.jpg
20251003_230657987779,Sad,captures/face_20251003_230657987779.jpg
20251003_230658100583,Happy,captures/face_20251003_230658100583.jpg
20251003_230658205185,Happy,captures/face_20251003_230658205185.jpg
20251003_230658345502,Happy,captures/face_20251003_230658345502.jpg
20251003_230658486117,Happy,captures/face_20251003_230658486117.jpg
20251003_230658628520,Happy,captures/face_20251003_230658628520.jpg
20251003_230658762556,Happy,captures/face_20251003_230658762556.jpg
20251003_230658884070,Happy,captures/face_20251003_230658884070.jpg
20251003_230659006955,Happy,captures/face_20251003_230659006955.jpg
20251003_230659107706,Happy,captures/face_20251003_230659107706.jpg
20251003_230659245202,Happy,captures/face_20251003_230659245202.jpg
20251003_230659377465,Happy,captures/face_20251003_230659377465.jpg
20251003_230659556138,Happy,captures/face_20251003_230659556138.jpg
20251003_230659684187,Happy,captures/face_20251003_230659684187.jpg
20251003_230659797564,Happy,captures/face_20251003_230659797564.jpg
20251003_230659917456,Happy,captures/face_20251003_230659917456.jpg
20251003_230700031834,Happy,captures/face_20251003_230700031834.jpg
20251003_230700151647,Happy,captures/face_20251003_230700151647.jpg
20251003_230700260941,Happy,captures/face_20251003_230700260941.jpg
20251003_230700374014,Happy,captures/face_20251003_230700374014.jpg
20251003_230700511945,Happy,captures/face_20251003_230700511945.jpg
20251003_230700651068,Happy,captures/face_20251003_230700651068.jpg
20251003_230700771200,Happy,captures/face_20251003_230700771200.jpg
20251003_230700887756,Happy,captures/face_20251003_230700887756.jpg
20251003_230700996869,Happy,captures/face_20251003_230700996869.jpg
20251003_230701095682,Happy,captures/face_20251003_230701095682.jpg
20251003_230701206123,Happy,captures/face_20251003_230701206123.jpg
20251003_230701366486,Happy,captures/face_20251003_230701366486.jpg
20251003_230701498407,Happy,captures/face_20251003_230701498407.jpg
20251003_230701690195,Happy,captures/face_20251003_230701690195.jpg
20251003_230701821833,Happy,captures/face_20251003_230701821833.jpg
20251003_230701941568,Happy,captures/face_20251003_230701941568.jpg
20251003_230702052310,Happy,captures/face_20251003_230702052310.jpg
20251003_230702172287,Happy,captures/face_20251003_230702172287.jpg
20251003_230702282272,Happy,captures/face_20251003_230702282272.jpg
20251003_230702389495,Happy,captures/face_20251003_230702389495.jpg
20251003_230702526420,Happy,captures/face_20251003_230702526420.jpg
20251003_230702665029,Happy,captures/face_20251003_230702665029.jpg
20251003_230702794190,Happy,captures/face_20251003_230702794190.jpg
20251003_230702899920,Happy,captures/face_20251003_230702899920.jpg
20251003_230703001995,Happy,captures/face_20251003_230703001995.jpg
20251003_230703123525,Happy,captures/face_20251003_230703123525.jpg
20251003_230703225338,Happy,captures/face_20251003_230703225338.jpg
20251003_230703368653,Happy,captures/face_20251003_230703368653.jpg
20251003_230703499015,Happy,captures/face_20251003_230703499015.jpg
20251003_230703622467,Happy,captures/face_20251003_230703622467.jpg
20251003_230703755768,Neutral,captures/face_20251003_230703755768.jpg
20251003_230703878432,Happy,captures/face_20251003_230703878432.jpg
20251003_230703982241,Neutral,captures/face_20251003_230703982241.jpg
20251003_230704083748,Happy,captures/face_20251003_230704083748.jpg
20251003_230704233251,Happy,captures/face_20251003_230704233251.jpg
20251003_230704409767,Happy,captures/face_20251003_230704409767.jpg
20251003_230704533273,Happy,captures/face_20251003_230704533273.jpg
20251003_230704652958,Happy,captures/face_20251003_230704652958.jpg
20251003_230704770169,Happy,captures/face_20251003_230704770169.jpg
20251003_230704882611,Happy,captures/face_20251003_230704882611.jpg
20251003_230704994033,Happy,captures/face_20251003_230704994033.jpg
20251003_230705111553,Happy,captures/face_20251003_230705111553.jpg
20251003_230705238959,Happy,captures/face_20251003_230705238959.jpg
20251003_230705355320,Happy,captures/face_20251003_230705355320.jpg
20251003_230705477300,Happy,captures/face_20251003_230705477300.jpg
20251003_230705595427,Happy,captures/face_20251003_230705595427.jpg
20251003_230705706843,Neutral,captures/face_20251003_230705706843.jpg
20251003_230705826423,Happy,captures/face_20251003_230705826423.jpg
20251003_230705950707,Happy,captures/face_20251003_230705950707.jpg
20251003_230706116862,Happy,captures/face_20251003_230706116862.jpg
20251003_230706243905,Happy,captures/face_20251003_230706243905.jpg
20251003_230706382093,Neutral,captures/face_20251003_230706382093.jpg
20251003_230706516477,Neutral,captures/face_20251003_230706516477.jpg
20251003_230706648857,Happy,captures/face_20251003_230706648857.jpg
20251003_230706781955,Neutral,captures/face_20251003_230706781955.jpg
20251003_230706989561,Happy,captures/face_20251003_230706989561.jpg
20251003_230707141568,Happy,captures/face_20251003_230707141568.jpg
20251003_230707269010,Happy,captures/face_20251003_230707269010.jpg
20251003_230707398171,Happy,captures/face_20251003_230707398171.jpg
20251003_230707516103,Happy,captures/face_20251003_230707516103.jpg
20251003_230707628526,Fear,captures/face_20251003_230707628526.jpg
20251003_230707746146,Happy,captures/face_20251003_230707746146.jpg
20251003_230707865312,Happy,captures/face_20251003_230707865312.jpg
20251003_230707975637,Happy,captures/face_20251003_230707975637.jpg
20251003_230708114943,Happy,captures/face_20251003_230708114943.jpg
20251003_230708234936,Happy,captures/face_20251003_230708234936.jpg
20251003_230708360078,Happy,captures/face_20251003_230708360078.jpg
20251003_230708517168,Happy,captures/face_20251003_230708517168.jpg
20251003_230708656491,Happy,captures/face_20251003_230708656491.jpg
20251003_230708769469,Happy,captures/face_20251003_230708769469.jpg
20251003_230708878963,Happy,captures/face_20251003_230708878963.jpg
20251003_230708982077,Happy,captures/face_20251003_230708982077.jpg
20251003_230709080400,Happy,captures/face_20251003_230709080400.jpg
20251003_230709194062,Happy,captures/face_20251003_230709194062.jpg
20251003_230709327570,Happy,captures/face_20251003_230709327570.jpg
20251003_230709460192,Happy,captures/face_20251003_230709460192.jpg
20251003_230709579423,Happy,captures/face_20251003_230709579423.jpg
20251003_230709690346,Happy,captures/face_20251003_230709690346.jpg
20251003_230709804113,Happy,captures/face_20251003_230709804113.jpg
20251003_230709926808,Happy,captures/face_20251003_230709926808.jpg
20251003_230710039249,Happy,captures/face_20251003_230710039249.jpg
20251003_230710145625,Happy,captures/face_20251003_230710145625.jpg
20251003_230710298330,Fear,captures/face_20251003_230710298330.jpg
20251003_230710454658,Neutral,captures/face_20251003_230710454658.jpg
20251003_230710592347,Happy,captures/face_20251003_230710592347.jpg
20251003_230710704223,Happy,captures/face_20251003_230710704223.jpg
20251003_230710817378,Happy,captures/face_20251003_230710817378.jpg
20251003_230710923291,Happy,captures/face_20251003_230710923291.jpg
20251003_230711011843,Happy,captures/face_20251003_230711011843.jpg
20251003_230711141315,Happy,captures/face_20251003_230711141315.jpg
20251003_230711292051,Happy,captures/face_20251003_230711292051.jpg
20251003_230711413857,Happy,captures/face_20251003_230711413857.jpg
20251003_230711520234,Happy,captures/face_20251003_230711520234.jpg
20251003_230711631445,Happy,captures/face_20251003_230711631445.jpg
20251003_230711751679,Happy,captures/face_20251003_230711751679.jpg
20251003_230711844161,Happy,captures/face_20251003_230711844161.jpg
20251003_230711989644,Happy,captures/face_20251003_230711989644.jpg
20251003_230712140795,Happy,captures/face_20251003_230712140795.jpg
20251003_230712259845,Happy,captures/face_20251003_230712259845.jpg
20251003_230712394508,Sad,captures/face_20251003_230712394508.jpg
20251003_230712519767,Sad,captures/face_20251003_230712519767.jpg
20251003_230712645620,Sad,captures/face_20251003_230712645620.jpg
20251003_230712759258,Sad,captures/face_20251003_230712759258.jpg
20251003_230712867610,Sad,captures/face_20251003_230712867610.jpg
20251003_230713103616,Sad,captures/face_20251003_230713103616.jpg
20251003_230713431463,Sad,captures/face_20251003_230713431463.jpg
20251003_230713676936,Sad,captures/face_20251003_230713676936.jpg
20251003_230713974075,Sad,captures/face_20251003_230713974075.jpg
20251003_230714163757,Sad,captures/face_20251003_230714163757.jpg
20251003_230714547741,Sad,captures/face_20251003_230714547741.jpg
20251003_230714743188,Sad,captures/face_20251003_230714743188.jpg
20251003_230714916739,Sad,captures/face_20251003_230714916739.jpg
20251003_230715056610,Sad,captures/face_20251003_230715056610.jpg
20251003_230715200925,Sad,captures/face_20251003_230715200925.jpg
20251003_230715422473,Sad,captures/face_20251003_230715422473.jpg
20251003_230717699101,Sad,captures/face_20251003_230717699101.jpg
20251003_230718332646,Sad,captures/face_20251003_230718332646.jpg
20251003_230718669837,Happy,captures/face_20251003_230718669837.jpg
20251003_230718834439,Happy,captures/face_20251003_230718834439.jpg
20251003_230719171235,Happy,captures/face_20251003_230719171235.jpg
20251003_230719333482,Happy,captures/face_20251003_230719333482.jpg
20251003_230719454423,Neutral,captures/face_20251003_230719454423.jpg
20251003_230719568731,Happy,captures/face_20251003_230719568731.jpg
20251003_230719702388,Happy,captures/face_20251003_230719702388.jpg
20251003_230719884989,Happy,captures/face_20251003_230719884989.jpg
20251003_230720011241,Happy,captures/face_20251003_230720011241.jpg
20251003_230720151304,Happy,captures/face_20251003_230720151304.jpg
20251003_230720274671,Happy,captures/face_20251003_230720274671.jpg
20251003_230720471585,Happy,captures/face_20251003_230720471585.jpg
20251003_230720607145,Happy,captures/face_20251003_230720607145.jpg
20251003_230720745264,Happy,captures/face_20251003_230720745264.jpg
20251003_230720871969,Neutral,captures/face_20251003_230720871969.jpg
20251003_230721017476,Happy,captures/face_20251003_230721017476.jpg
20251003_230721227049,Neutral,captures/face_20251003_230721227049.jpg
20251003_230721392502,Happy,captures/face_20251003_230721392502.jpg
20251003_230721522226,Happy,captures/face_20251003_230721522226.jpg
20251003_230721646176,Happy,captures/face_20251003_230721646176.jpg
20251003_230721823745,Happy,captures/face_20251003_230721823745.jpg
20251003_230722015531,Happy,captures/face_20251003_230722015531.jpg
20251003_230722152010,Happy,captures/face_20251003_230722152010.jpg
20251003_230722267917,Happy,captures/face_20251003_230722267917.jpg
20251003_230722398215,Happy,captures/face_20251003_230722398215.jpg
20251003_230722641842,Happy,captures/face_20251003_230722641842.jpg
20251003_230722768821,Happy,captures/face_20251003_230722768821.jpg
20251003_230722883377,Happy,captures/face_20251003_230722883377.jpg
20251003_230722981139,Happy,captures/face_20251003_230722981139.jpg
20251003_230723196044,Happy,captures/face_20251003_230723196044.jpg
20251003_230723383195,Happy,captures/face_20251003_230723383195.jpg
20251003_230723502015,Happy,captures/face_20251003_230723502015.jpg
20251003_230723609985,Sad,captures/face_20251003_230723609985.jpg
20251003_230723860641,Happy,captures/face_20251003_230723860641.jpg
20251003_230724022217,Sad,captures/face_20251003_230724022217.jpg
20251003_230724154041,Sad,captures/face_20251003_230724154041.jpg
20251003_230724340341,Happy,captures/face_20251003_230724340341.jpg
20251003_230724469650,Happy,captures/face_20251003_230724469650.jpg
20251003_230724657272,Happy,captures/face_20251003_230724657272.jpg
20251003_230724802978,Happy,captures/face_20251003_230724802978.jpg
20251003_230724952818,Happy,captures/face_20251003_230724952818.jpg
20251003_230725060359,Happy,captures/face_20251003_230725060359.jpg
20251003_230725339171,Happy,captures/face_20251003_230725339171.jpg
20251003_230725501796,Happy,captures/face_20251003_230725501796.jpg
20251003_230725640218,Happy,captures/face_20251003_230725640218.jpg
20251003_230725753088,Happy,captures/face_20251003_230725753088.jpg
20251003_230725901291,Happy,captures/face_20251003_230725901291.jpg
20251003_230726068903,Happy,captures/face_20251003_230726068903.jpg
20251003_230726220564,Happy,captures/face_20251003_230726220564.jpg
20251003_230726322111,Happy,captures/face_20251003_230726322111.jpg
20251003_230726463274,Happy,captures/face_20251003_230726463274.jpg
20251003_230726683055,Happy,captures/face_20251003_230726683055.jpg
20251003_230726842365,Happy,captures/face_20251003_230726842365.jpg
20251003_230726992260,Sad,captures/face_20251003_230726992260.jpg
20251003_230727120868,Happy,captures/face_20251003_230727120868.jpg
20251003_230727278291,Happy,captures/face_20251003_230727278291.jpg
20251003_230727468975,Sad,captures/face_20251003_230727468975.jpg
20251003_230727648238,Sad,captures/face_20251003_230727648238.jpg
20251003_230727791902,Sad,captures/face_20251003_230727791902.jpg
20251003_230727902221,Sad,captures/face_20251003_230727902221.jpg
20251003_230728089073,Sad,captures/face_20251003_230728089073.jpg
20251003_230728239250,Sad,captures/face_20251003_230728239250.jpg
20251003_230728455575,Happy,captures/face_20251003_230728455575.jpg
20251003_230728588199,Happy,captures/face_20251003_230728588199.jpg
20251003_230728808656,Happy,captures/face_20251003_230728808656.jpg
20251003_230729052811,Happy,captures/face_20251003_230729052811.jpg
20251003_230729300417,Happy,captures/face_20251003_230729300417.jpg
20251003_230729403655,Sad,captures/face_20251003_230729403655.jpg
20251003_230729661190,Happy,captures/face_20251003_230729661190.jpg
20251003_230729808572,Sad,captures/face_20251003_230729808572.jpg
20251003_230729941476,Happy,captures/face_20251003_230729941476.jpg
20251003_230730053511,Happy,captures/face_20251003_230730053511.jpg
20251003_230730263699,Happy,captures/face_20251003_230730263699.jpg
20251003_230730399513,Sad,captures/face_20251003_230730399513.jpg
20251003_230730522795,Happy,captures/face_20251003_230730522795.jpg
20251003_230730644127,Happy,captures/face_20251003_230730644127.jpg
20251003_230730768669,Happy,captures/face_20251003_230730768669.jpg
20251003_230730953638,Sad,captures/face_20251003_230730953638.jpg
20251003_230731076111,Sad,captures/face_20251003_230731076111.jpg
20251003_230731209488,Sad,captures/face_20251003_230731209488.jpg
20251003_230731359860,Sad,captures/face_20251003_230731359860.jpg
20251003_230731468762,Happy,captures/face_20251003_230731468762.jpg
20251003_230731645797,Happy,captures/face_20251003_230731645797.jpg
20251003_230731771304,Sad,captures/face_20251003_230731771304.jpg
20251003_230731983911,Sad,captures/face_20251003_230731983911.jpg
20251003_230732080611,Sad,captures/face_20251003_230732080611.jpg
20251003_230732215030,Sad,captures/face_20251003_230732215030.jpg
20251003_230732412539,Sad,captures/face_20251003_230732412539.jpg
20251003_230732559328,Sad,captures/face_20251003_230732559328.jpg
20251003_230732683014,Sad,captures/face_20251003_230732683014.jpg
20251003_230732799669,Sad,captures/face_20251003_230732799669.jpg
20251003_230732984822,Happy,captures/face_20251003_230732984822.jpg
20251003_230733129054,Sad,captures/face_20251003_230733129054.jpg
20251003_230733252727,Sad,captures/face_20251003_230733252727.jpg
20251003_230733361032,Sad,captures/face_20251003_230733361032.jpg
20251003_230733459824,Neutral,captures/face_20251003_230733459824.jpg
20251003_230733664711,Neutral,captures/face_20251003_230733664711.jpg
20251003_230733967800,Neutral,captures/face_20251003_230733967800.jpg
20251003_230734094792,Neutral,captures/face_20251003_230734094792.jpg
20251003_230734238258,Neutral,captures/face_20251003_230734238258.jpg
20251003_230734364229,Neutral,captures/face_20251003_230734364229.jpg
20251003_230734543011,Neutral,captures/face_20251003_230734543011.jpg
20251003_230734729073,Happy,captures/face_20251003_230734729073.jpg
20251003_230734864619,Neutral,captures/face_20251003_230734864619.jpg
20251003_230734982557,Happy,captures/face_20251003_230734982557.jpg
20251003_230735195799,Happy,captures/face_20251003_230735195799.jpg
20251003_230735385014,Happy,captures/face_20251003_230735385014.jpg
20251003_230735488992,Happy,captures/face_20251003_230735488992.jpg
20251003_230735592858,Neutral,captures/face_20251003_230735592858.jpg
20251003_230735711742,Neutral,captures/face_20251003_230735711742.jpg
20251003_230735916900,Happy,captures/face_20251003_230735916900.jpg
20251003_230736061958,Happy,captures/face_20251003_230736061958.jpg
20251003_230736178799,Happy,captures/face_20251003_230736178799.jpg
20251003_230736298793,Happy,captures/face_20251003_230736298793.jpg
20251003_230736436635,Neutral,captures/face_20251003_230736436635.jpg
20251003_230736648283,Neutral,captures/face_20251003_230736648283.jpg
20251003_230736765296,Neutral,captures/face_20251003_230736765296.jpg
20251003_230736913580,Neutral,captures/face_20251003_230736913580.jpg
20251003_230737017207,Neutral,captures/face_20251003_230737017207.jpg
20251003_230737218199,Neutral,captures/face_20251003_230737218199.jpg
20251003_230737342380,Neutral,captures/face_20251003_230737342380.jpg
20251003_230737515979,Happy,captures/face_20251003_230737515979.jpg
20251003_230737640146,Happy,captures/face_20251003_230737640146.jpg
20251003_230737818653,Happy,captures/face_20251003_230737818653.jpg
20251003_230737958435,Neutral,captures/face_20251003_230737958435.jpg
20251003_230738117343,Neutral,captures/face_20251003_230738117343.jpg
20251003_230738256934,Neutral,captures/face_20251003_230738256934.jpg
20251003_230738377277,Neutral,captures/face_20251003_230738377277.jpg
20251003_230738538013,Happy,captures/face_20251003_230738538013.jpg
20251003_230738718764,Happy,captures/face_20251003_230738718764.jpg
20251003_230738865348,Happy,captures/face_20251003_230738865348.jpg
20251003_230739024696,Neutral,captures/face_20251003_230739024696.jpg
20251003_230739174898,Happy,captures/face_20251003_230739174898.jpg
20251003_230739377284,Happy,captures/face_20251003_230739377284.jpg
20251003_230739626777,Neutral,captures/face_20251003_230739626777.jpg
20251003_230739763784,Happy,captures/face_20251003_230739763784.jpg
20251003_230739881157,Neutral,captures/face_20251003_230739881157.jpg
20251003_230740025257,Neutral,captures/face_20251003_230740025257.jpg
20251003_230740474537,Happy,captures/face_20251003_230740474537.jpg
20251003_230740658434,Happy,captures/face_20251003_230740658434.jpg
20251003_230740820413,Neutral,captures/face_20251003_230740820413.jpg
20251003_230740988255,Neutral,captures/face_20251003_230740988255.jpg
20251003_230741259851,Neutral,captures/face_20251003_230741259851.jpg
20251003_230741466258,Happy,captures/face_20251003_230741466258.jpg
20251003_230741599208,Neutral,captures/face_20251003_230741599208.jpg
20251003_230741749253,Happy,captures/face_20251003_230741749253.jpg
20251003_230741921820,Neutral,captures/face_20251003_230741921820.jpg
20251003_230742110537,Happy,captures/face_20251003_230742110537.jpg
20251003_230742234868,Neutral,captures/face_20251003_230742234868.jpg
20251003_230742342026,Happy,captures/face_20251003_230742342026.jpg
20251003_230742523073,Happy,captures/face_20251003_230742523073.jpg
20251003_230742670214,Neutral,captures/face_20251003_230742670214.jpg
20251003_230742845608,Neutral,captures/face_20251003_230742845608.jpg
20251003_230742964473,Neutral,captures/face_20251003_230742964473.jpg
20251003_230743119937,Happy,captures/face_20251003_230743119937.jpg
20251003_230743293797,Neutral,captures/face_20251003_230743293797.jpg
20251003_230743476036,Neutral,captures/face_20251003_230743476036.jpg
20251003_230743675095,Neutral,captures/face_20251003_230743675095.jpg
20251003_230743778671,Happy,captures/face_20251003_230743778671.jpg
20251003_230744044884,Neutral,captures/face_20251003_230744044884.jpg
20251003_230744185320,Neutral,captures/face_20251003_230744185320.jpg
20251003_230744323747,Happy,captures/face_20251003_230744323747.jpg
20251003_230744444666,Happy,captures/face_20251003_230744444666.jpg
20251003_230744594610,Happy,captures/face_20251003_230744594610.jpg
20251003_230744743626,Happy,captures/face_20251003_230744743626.jpg
20251003_230744877052,Happy,captures/face_20251003_230744877052.jpg
20251003_230744992164,Happy,captures/face_20251003_230744992164.jpg
20251003_230745122997,Happy,captures/face_20251003_230745122997.jpg
20251003_230745299048,Sad,captures/face_20251003_230745299048.jpg
20251003_230747831089,Sad,captures/face_20251003_230747831089.jpg
20251003_230747977869,Sad,captures/face_20251003_230747977869.jpg
20251003_230748133002,Sad,captures/face_20251003_230748133002.jpg
20251003_230748270528,Sad,captures/face_20251003_230748270528.jpg
20251003_230748392460,Sad,captures/face_20251003_230748392460.jpg
20251003_230748516328,Sad,captures/face_20251003_230748516328.jpg
20251003_230748725230,Sad,captures/face_20251003_230748725230.jpg
20251003_230751038653,Sad,captures/face_20251003_230751038653.jpg
20251003_230751170030,Sad,captures/face_20251003_230751170030.jpg
20251003_230751304116,Happy,captures/face_20251003_230751304116.jpg
20251003_230751416392,Sad,captures/face_20251003_230751416392.jpg
20251003_230751593229,Sad,captures/face_20251003_230751593229.jpg
20251003_230751724708,Sad,captures/face_20251003_230751724708.jpg
20251003_230751862887,Sad,captures/face_20251003_230751862887.jpg
20251003_230751982621,Sad,captures/face_20251003_230751982621.jpg
20251003_230752123312,Happy,captures/face_20251003_230752123312.jpg
20251003_230753840757,Happy,captures/face_20251003_230753840757.jpg
20251003_230753966647,Sad,captures/face_20251003_230753966647.jpg
20251003_230754154548,Happy,captures/face_20251003_230754154548.jpg
20251003_230754282924,Sad,captures/face_20251003_230754282924.jpg
20251003_230754561378,Happy,captures/face_20251003_230754561378.jpg
20251003_230754721228,Happy,captures/face_20251003_230754721228.jpg
20251003_230754846037,Happy,captures/face_20251003_230754846037.jpg
20251003_230755204206,Happy,captures/face_20251003_230755204206.jpg
20251003_230755363652,Happy,captures/face_20251003_230755363652.jpg
20251003_230755491368,Sad,captures/face_20251003_230755491368.jpg
20251003_230755646761,Sad,captures/face_20251003_230755646761.jpg
20251003_230755809906,Sad,captures/face_20251003_230755809906.jpg
20251003_230756017966,Happy,captures/face_20251003_230756017966.jpg
20251003_230756111379,Happy,captures/face_20251003_230756111379.jpg
